"","","","","","","","","","","","","","mort"
"",0.884801114162787,0.0104694750778661,0.0138979591961377,0.0208090585450857,0.0054441017735702,0.000271700725429315,0.016726456361398,0.00438255260131996,0.0207846768069857,0,0,0,0.00042
"",0,0.090958000178535,0.0909580001785352,0.0909580001791782,0.0909580001814575,0.0909580001812776,0.0909580001811287,0.0909580001810274,0.0909580001806763,0.0909580001813296,0.0909580001806853,0.09,0.00042
"",0,5.27784590072399e-19,3.17202183728967e-19,0,0,0,5.09391429556374e-19,0,0,0.991477987436892,0,0.01,0.00042
"",0,0,1.69746172369503e-19,0,4.13381589341237e-19,0,1.56231167492173e-19,8.43442461700798e-19,0.358892938148603,0.467717707976806,3.26268901124905e-19,0.18,0.00042
"",0,0,0,0.530481732584965,0,0,0,0,0.170475437112674,0,5.92294678288187e-19,0.3,0.00042
"",0,0.0814580001615247,0.0814580001615247,0.0814580001612183,0.0814580001612143,0.081458000161859,0.081458000161611,0.0814580001627524,0.0814580001612702,0.0814580001635057,0.0814580001612891,0.185,0.00042
"",0,0,8.84614290870553e-19,0.122334296839754,0,0,0,0,0,5.16357245843481e-21,0,0.88,0.00042
"",0,0,8.31497053883041e-19,0.120957108896756,6.31040917471509e-19,2.59581232986298e-19,7.64480704341655e-19,2.78861329238523e-19,0,0,0,0.88,0.00042
"",0,2.85288555834882e-18,1.96738705586768e-18,1.09248626834548e-18,7.68975593105655e-19,5.34929963846843e-19,2.34084230237726e-18,1.49650235708276e-18,6.2581553416997e-20,0.00913234280979799,3.69005729495566e-19,1,0.00042
"",0,2.15336259915425e-18,6.41176445602566e-19,5.95447326786298e-19,4.45200729018647e-19,4.75718033448697e-19,0.000138317647658176,7.39341066287525e-19,1.08321152478808e-19,1,0,0,0.00042
"",0,0,0,0,0,0,0,0,0,0,0.999580000266313,0,0.00042
"",0,1.91500613670594e-18,1.51725582465258e-18,2.91788735356633e-18,6.7181784921269e-19,0,1.8023453969783e-18,6.83719596611647e-19,3.22801962591365e-18,0.0199539837356388,0,1,0.00042
"muerta",0,0,0,0,0,0,0,0,0,0,0,0,1
