"","x"
"1",6.600072066301
"2",6.50419528606044
"3",6.45019218449712
"4",6.56728364182091
"5",6.74661167944586
"6",6.56988386063276
"7",6.45012716022188
"8",6.41202730566733
"9",6.52252252252252
"10",6.52178267401102
"11",6.62900414688383
"12",6.34857097109919
"13",6.38378822163039
"14",6.41821531560397
"15",6.55169651083604
"16",6.29531706926251
"17",6.42396571748969
"18",6.56837803729893
"19",6.39064627212301
"20",6.44547294183647
"21",6.5177766649975
"22",6.28704148646484
"23",6.32026130693546
"24",6.56105425487172
"25",6.57451923076923
"26",6.5821364901949
"27",6.42964446670005
"28",6.30094734523023
"29",6.6518447302007
"30",6.39729291392187
"31",6.57457457457457
"32",6.31920389243738
"33",6.60233824471493
"34",6.4743448579608
"35",6.5985985985986
"36",6.39870223503965
"37",6.50872168706066
"38",6.55448717948718
"39",6.42985791474885
"40",6.40245123563103
"41",6.6122154825536
"42",6.46879756468797
"43",6.49896857663576
"44",6.41241241241241
"45",6.38438570827405
"46",6.38736538692502
"47",6.4154949325001
"48",6.54102661673109
"49",6.72795737691784
"50",6.59353857240082
"51",6.45620079725967
"52",6.44618834080718
"53",6.54624827282376
"54",6.37228396915991
"55",6.46033653846154
"56",6.3951160928743
"57",6.5042767572765
"58",6.50292491385528
"59",6.62942495595066
"60",6.47958979289348
"61",6.48856490567549
"62",6.62112348745893
"63",6.30105718404613
"64",6.52905137548552
"65",6.5768668814923
"66",6.64731785428343
"67",6.60657051282051
"68",6.45691053654043
"69",6.36201614033683
"70",6.53357895158384
"71",6.43307638402243
"72",6.33671691993513
"73",6.41349196811281
"74",6.59391269523428
"75",6.37070278067153
"76",6.72019864234366
"77",6.40322063771831
"78",6.48617257744758
"79",6.34494906026701
"80",6.42073219578627
"81",6.4828718441548
"82",6.52635373277796
"83",6.56571726154709
"84",6.5903267136451
"85",6.43714971977582
"86",6.61258012820513
"87",6.5058406299465
"88",6.46401537907005
"89",6.28879189524687
"90",6.53605235245852
"91",6.433591638133
"92",6.40845916609925
"93",6.41713370696557
"94",6.42842842842843
"95",6.25112628396372
"96",6.49270021829251
"97",6.71592479125368
"98",6.41184710826496
"99",6.40619993591798
"100",6.70314911700443
"101",6.44489395365605
"102",6.42758454976873
"103",6.48544777613195
"104",6.55507948584471
"105",6.52923027607485
"106",6.35384553789486
"107",6.60388699659387
"108",6.44961054043772
"109",6.51290367789857
"110",6.40951218047521
"111",6.5101665065642
"112",6.68790446995652
"113",6.54605855630491
"114",6.24837281957824
"115",6.48354070245036
"116",6.55389850865779
"117",6.40696975766073
"118",6.40052853910989
"119",6.37241158328994
"120",6.35085892764185
"121",6.56276293120718
"122",6.41744423531296
"123",6.58614265969593
"124",6.40904995495045
"125",6.39860699703787
"126",6.35136758640022
"127",6.47473372307199
"128",6.27714726075382
"129",6.46789082680871
"130",6.63183601569381
"131",6.65825623773479
"132",6.30618005645533
"133",6.57668121920936
"134",6.45051467937678
"135",6.27853881278539
"136",6.64517679093421
"137",6.58150291332119
"138",6.38306395081015
"139",6.31420847101232
"140",6.59710400352486
"141",6.41744423531296
"142",6.52674583942483
"143",6.33185149585486
"144",6.6016383920524
"145",6.52987688920028
"146",6.63797417675908
"147",6.4971468615477
