"","x"
"1",NA
"2",NA
"3",NA
"4",NA
"5",2.01140798558991
"6",6.02542288059253
"7",9.82375325455638
"8",12.4762000200421
"9",14.6781632243834
"10",1.7705311593478
"11",6.16308154077039
"12",10.07806244996
"13",12.2258936617603
"14",14.8352198737854
"15",1.9503900780156
"16",6.30441308916241
"17",9.58149779735683
"18",12.3923061510719
"19",14.7854851643945
"20",1.93057917375213
"21",6.20310155077539
"22",10.0280224179343
"23",12.484981978374
"24",14.0352634742537
"25",1.86037207441488
"26",6.43257302921168
"27",9.79489744872436
"28",12.7088962273592
"29",14.3157473220543
"30",1.85074029611845
"31",6.19557601841657
"32",9.9189270343309
"33",12.7653183820585
"34",14.9153561053791
"35",1.96078431372549
"36",5.98538684816335
"37",10.1231601081406
"38",12.489983974359
"39",14.9769585253456
"40",1.84055216564969
"41",6.07425197638347
"42",9.94292580354461
"43",12.8143472597936
"44",14.3830810864989
"45",1.90095047523762
"46",6.4845391774242
"47",10.3082465972778
"48",12.9054865839007
"49",14.8022033049574
"50",2.07062118635591
"51",6.44257703081232
"52",10.1691522370133
"53",13.0682956138594
"54",15.1302605210421
"55",1.8212748924247
"56",6.59527622097678
"57",10.2353530295443
"58",12.8418311128919
"59",14.9418371440032
"60",1.89113468080849
"61",6.20682751026129
"62",9.32678821879383
"63",12.4386088002406
"64",14.7669172932331
"65",1.9003800760152
"66",6.04241696678671
"67",9.64675272690884
"68",12.8028028028028
"69",14.518874536898
"70",1.66066426570628
"71",5.61505354819337
"72",9.13278590026037
"73",11.728766025641
"74",14.3458224804648
"75",1.77088544272136
"76",5.93534180762686
"77",9.48232702513267
"78",12.8505608974359
"79",14.8712295821225
"80",1.93077230892357
"81",6.53392035221133
"82",10.1762820512821
"83",12.8369576109831
"84",14.7297703800261
"85",1.61032206441288
"86",6.03543188869983
"87",9.35403104656985
"88",12.0264582080577
"89",14.3573290555444
"90",2.0412247348409
"91",6.24437105974182
"92",9.83081389528481
"93",12.7616948812982
"94",14.740956007616
"95",1.74087043521761
"96",6.25625625625626
"97",9.95592948717949
"98",13.0988173982762
"99",14.9689191898937
"100",1.88037607521504
"101",5.89471577261809
"102",9.54144973968762
"103",12.1770478670138
"104",14.5432692307692
"105",1.96137296107275
"106",5.678517776665
"107",9.81963927855711
"108",12.749323443921
"109",14.9959903769046
"110",1.73086543271636
"111",6.4971468615477
"112",10.267454672944
"113",12.9546137661557
"114",14.6793587174349
"115",1.56046814044213
"116",6.24437105974182
"117",9.77074782260487
"118",12.3509966943804
"119",14.0853536365458
"120",1.9115292233787
"121",5.32852564102564
"122",9.4689378757515
"123",12.1679863686479
"124",14.8545636910732
"125",1.82091045522761
"126",6.14676143758134
"127",9.70261339741664
"128",12.7842901512874
"129",14.5505561679527
"130",1.63065226090436
"131",6.16740088105727
"132",10.0671140939597
"133",12.375989578114
"134",14.8385803088029
"135",1.61080540270135
"136",5.53553553553554
"137",9.51141369643572
"138",12.1579633156259
"139",14.5492830642735
"140",1.85092546273137
"141",6.37637637637638
"142",9.80470706059089
"143",12.3559474897284
"144",14.4947874899759
"145",1.89056717015105
"146",5.62562562562563
"147",9.2920797036147
"148",11.9839679358717
"149",13.8245614035088
"150",1.6212970376301
"151",6.03664030433477
"152",9.45418127190786
"153",12.565130260521
"154",14.9243259496843
"155",1.76017601760176
"156",5.87469975980785
"157",9.5004504955451
"158",12.5738903917443
"159",14.7624774503909
"160",1.93077230892357
"161",6.38446912838987
"162",9.71680176123286
"163",12.7352823388066
"164",14.2985971943888
"165",1.76070428171269
"166",5.59335601360816
"167",9.73167801361634
"168",12.9206730769231
"169",14.7880973850316
"170",1.91076430572229
"171",6.30630630630631
"172",10.4715186705376
"173",12.9255106127353
"174",14.6534455128205
"175",1.85074029611845
"176",6.01420994696287
"177",10.02002002002
"178",12.9167918293782
"179",14.9824737105659
"180",2.03081232492997
"181",6.32442709896928
"182",10.1601601601602
"183",12.815378454145
"184",14.4645898026645
"185",2.1014710297208
"186",6.37637637637638
"187",10.1321585903084
"188",13.0622057497746
"189",14.4818600922028
"190",1.90095047523762
"191",6.46646646646647
"192",9.85478217325989
"193",12.8043282236249
"194",15.0631389055923
"195",1.99179261335202
"196",6.17679447392131
"197",9.89583333333333
"198",12.8657314629259
"199",14.6150761828388
"200",2.12021202120212
"201",6.36190857257177
"202",9.70582349409646
"203",12.7414673205885
"204",14.6060666733407
"205",2.03060918275483
"206",6.10549494545091
"207",9.82178614337205
"208",12.7354709418838
"209",14.5019041892163
"210",1.73051915574672
"211",6.1536922153292
"212",9.92992992992993
"213",12.3360368479023
"214",14.7421131697546
"215",1.79053716114834
"216",6.27439207445212
"217",10.0951427140711
"218",12.4824684431978
"219",14.6766917293233
"220",1.85074029611845
"221",5.93415390773542
"222",9.89187024429315
"223",12.9083984766486
"224",14.4346431435445
"225",1.71051315394618
"226",5.85351210726436
"227",9.48948948948949
"228",12.3873422791909
"229",13.7934488630672
"230",2.18174539631705
"231",6.34014423076923
"232",9.99198236119463
"233",12.4398556535686
"234",14.4375375977542
"235",1.77035407081416
"236",6.1124449779912
"237",9.4275420336269
"238",12.1457895263843
"239",14.6619929894842
"240",1.83073229291717
"241",6.30630630630631
"242",10.3064903846154
"243",13.2765531062124
"244",15.0160384923817
"245",1.84073629451781
"246",6.51521216973579
"247",10.1722066479776
"248",12.5939284640818
"249",14.722389256364
"250",1.99079631852741
"251",6.06667334067474
"252",9.4551282051282
"253",13.186372745491
"254",15.3684210526316
"255",2.03040608121624
"256",6.07242897158864
"257",9.25462731365683
"258",12.3059977971363
"259",14.8467241033861
"260",2.02141499049335
"261",6.27753303964758
"262",9.80470706059089
"263",12.2858001803788
"264",14.9258219727346
"265",1.88075230092037
"266",5.93237294917967
"267",9.81079187105816
"268",12.096935709994
"269",15.0025037556334
"270",1.75070028011204
"271",6.32506004803843
"272",10.1842579611456
"273",13.0434782608696
"274",14.9714400240505
"275",1.88075230092037
"276",5.90472377902322
"277",9.74266546510464
"278",11.9214586255259
"279",14.3515734616156
"280",1.80072028811525
"281",6.30567510759684
"282",10.1352028042063
"283",12.717979555021
"284",14.8846539618857
"285",1.82054616384915
"286",6.24312156078039
"287",9.618656791112
"288",13.0343377715487
"289",14.6876251501802
"290",1.93154523618895
"291",6.26814859317112
"292",9.97696083341681
"293",12.8870628319471
"294",15.1348100631452
"295",1.83073229291717
"296",6.00600600600601
"297",9.69260038049464
"298",12.6742203950667
"299",14.8159293810814
"300",1.63032606521304
"301",6.21372823694217
"302",10.1011112223446
"303",12.7704326923077
"304",15.1117346427498
"305",1.75070028011204
"306",6.11611611611612
"307",10.0230299389206
"308",12.717979555021
"309",14.2986062368395
"310",1.84036807361472
"311",6.00360216129678
"312",9.57340276386942
"313",12.0729385833083
"314",14.4360902255639
"315",1.84147317854283
"316",6.01842579611456
"317",9.95592948717949
"318",12.8169155225975
"319",15.0175438596491
"320",2.1608643457383
"321",6.57526020816653
"322",9.76073681049154
"323",12.5275385539756
"324",14.0266506362088
"325",2.27068120436131
"326",6.49454618232763
"327",10.3013314646111
"328",13.2211538461538
"329",15.2258840028048
"330",1.89037807561512
"331",6.37254901960784
"332",10.0080064051241
"333",12.7327327327327
"334",14.368679283068
"335",1.9001900190019
"336",6.3625450180072
"337",9.94895405865279
"338",13.3687162026838
"339",15.1842948717949
"340",1.82054616384915
"341",6.70737811592752
"342",10.2864583333333
"343",13.2391260773702
"344",15.0621740874448
"345",1.74087043521761
"346",5.85644208629492
"347",9.85478217325989
"348",12.0316569825686
"349",14.5390781563126
"350",2.00120072043226
"351",6.19557601841657
"352",9.88284770201262
"353",12.513776174732
"354",14.188376753507
"355",1.83091545772886
"356",6.24437105974182
"357",10.1191071964768
"358",12.9407051282051
"359",14.5305140795671
"360",1.78017801780178
"361",5.65395777043931
"362",9.85788630904724
"363",11.9703495943103
"364",14.4574691914638
"365",1.66049814944483
"366",6.02481985588471
"367",9.83081389528481
"368",12.2659457294483
"369",14.586255259467
"370",2.02141499049335
"371",6.49844798237709
"372",9.78467701552329
"373",12.3835287045386
"374",14.438877755511
"375",1.95058517555267
"376",6.45516413130504
"377",9.90188225871045
"378",12.7991987981973
"379",14.6793587174349
"380",1.89113468080849
"381",5.97657423165482
"382",9.21566663327657
"383",12.2281246867796
"384",13.9476586784318
"385",1.77035407081416
"386",5.94416091263885
"387",10.0130169219986
"388",12.9646328023244
"389",15.7214428857715
"390",1.6608304152076
"391",5.99719663596316
"392",9.48422633950926
"393",12.2921258264877
"394",14.652234916817
"395",1.82145716573259
"396",6.23561205084576
"397",9.45134160993192
"398",12.0280420630946
"399",14.5075643723074
"400",1.87037407481496
"401",6.13245298119248
"402",9.84689282497748
"403",12.8541395535089
"404",14.7521281922884
"405",1.80072028811525
"406",6.06728073688426
"407",10.2754131196795
"408",12.4311329259742
"409",15.0100200400802
"410",1.78106864118471
"411",6.33443410387271
"412",10.2002002002002
"413",12.6977768876427
"414",14.6133814102564
"415",1.90095047523762
"416",6.12489991993595
"417",9.75170204245094
"418",12.3622520536967
"419",14.5505561679527
"420",1.98099049524762
"421",6.30504403522818
"422",9.68452679018528
"423",12.7542330427813
"424",14.8285542410267
"425",1.94038807761552
"426",6.40448313819674
"427",9.72972972972973
"428",12.557580612858
"429",14.8396793587174
"430",2.03020302030203
"431",6.22248899559824
"432",9.75878290461415
"433",12.4461800340443
"434",14.8593171122459
"435",1.92115269161497
"436",6.4257832048844
"437",10.1973354702995
"438",12.6578472639808
"439",14.9288149187889
"440",1.71171171171171
"441",6.11734080897076
"442",9.42696854337808
"443",12.4812030075188
"444",14.2370162422298
"445",1.93057917375213
"446",6.49454618232763
"447",10.1241738433807
"448",13.2124611840128
"449",14.79106122858
"450",1.92019201920192
"451",5.70342205323194
"452",9.12912912912913
